index,postion,streams,year,country,title,artist,valence
17,18,62072,2020,cz,Mráz,Viktor Sheen,0.238
18,19,61443,2020,cz,J Lo,Kontrafakt,0.556
19,20,60848,2020,cz,Ride It,Regard,0.884
20,21,59059,2020,cz,hot girl bummer,blackbear,0.685
21,22,58752,2020,cz,My Oh My (feat. DaBa,  ,0.383
22,23,58222,2020,cz,Sladká,Dorian,0.691
23,24,57576,2020,cz,Beautiful People (feat. Khalid),Ed Sheeran,0.548
24,25,56285,2020,cz,Shallow,Lady Gaga,0.323
25,26,54711,2020,cz,Lose You To Love Me,Selena Gomez,0.0978
26,27,53857,2020,cz,Černobílej svět,Viktor Sheen,0.198
27,28,53782,2020,cz,I Don't Care (with Justin Bieber),Ed Sheeran,0.842
28,29,53688,2020,cz,Adore You,Harry Styles,0.569
29,30,51835,2020,cz,Watermelon Sugar,Harry Styles,0.557
30,31,50974,2020,cz,Lose Control,MEDUZA,0.529
31,32,49514,2020,cz,Rescue Me,OneRepublic,0.64
32,33,49401,2020,cz,The Box,Roddy Ricch,0.642
33,34,47948,2020,cz,Zlato,Viktor Sheen,0.309
34,35,47335,2020,cz,HIGHEST IN THE ROOM,Travis Scott,0.0605
35,36,46434,2020,cz,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
36,37,46289,2020,cz,High Hopes,Panic! At The Disco,0.681
37,38,45977,2020,cz,Trampoline (with ZAYN),SHAED,0.498
38,39,45836,2020,cz,PROUD,Adam Mišík,0.203
39,40,45465,2020,cz,Alkohol a Molly,Viktor Sheen,0.325
40,41,45323,2020,cz,Lucid Dreams,Juice WRLD,0.218
41,42,44503,2020,cz,Sweet but Psycho,Ava Max,0.62
42,43,44050,2020,cz,Naděje (feat. Václav Rouček),STEIN27,0.413
43,44,43900,2020,cz,Piece Of Your Heart,MEDUZA,0.631
44,45,43669,2020,cz,Neni to moje vina,CA$HANOVA BULHAR,0.41
45,46,43354,2020,cz,Old Town Road - Remix,Lil Nas X,0.639
46,47,43304,2020,cz,Na Chvíli,Nik Tendo,0.268
47,48,43081,2020,cz,Sex Hudba Drogy,Nik Tendo,0.373
48,49,42479,2020,cz,Before You Go,Lewis Capaldi,0.183
49,50,41930,2020,cz,Bílá & Černá,Nik Tendo,0.531
50,51,41491,2020,cz,Málem,Wesome,0.371
51,52,40594,2020,cz,Neonový město,Sensey,0.437
52,53,40138,2020,cz,Vím jaký to je,Dorian,0.65
53,54,39674,2020,cz,LALALA,Grey,0.143
54,55,39386,2020,cz,Tobě,Rest,0.522
55,56,39330,2020,cz,Svaz ceskych bohemu,Wohnout,0.478
56,57,38894,2020,cz,Happier,Marshmello,0.671
57,58,38844,2020,cz,BUDE LÍP,Milion Plus,0.459
58,59,38824,2020,cz,Sedm,Nik Tendo,0.0786
59,60,38802,2020,cz,Sucker,Jonas Brothers,0.952
60,61,38774,2020,cz,Se Zeptej,Dorian,0.405
61,62,38398,2020,cz,No Idea,Don Toliver,0.35
62,63,37638,2020,cz,Higher Love,Kygo,0.404
63,64,37510,2020,cz,Sem sober,CA$HANOVA BULHAR,0.343
64,65,36700,2020,cz,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Ba, - REMIX  ,0.114
65,66,36477,2020,cz,Believer,Imagine Dragons,0.666
66,67,36387,2020,cz,Lalala,Y2K,0.495
67,68,35945,2020,cz,Celou Noc,Nik Tendo,0.227
68,69,35723,2020,cz,Necejtim Nic,Yzomandias,0.306
69,70,35422,2020,cz,7 rings,Ariana Grande,0.327
70,71,35272,2020,cz,Nik Tendo - Scale To Fit,Yzomandias,0.824
71,72,35090,2020,cz,Zlatíčka,Kapitán Demo,0.833
72,73,34879,2020,cz,Sám,Hasan,0.517
73,74,34865,2020,cz,Maria,STEIN27,0.369
74,75,34835,2020,cz,Heartless,The Weeknd,0.252
75,76,34751,2020,cz,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,0.668
76,77,34725,2020,cz,Drip,Yzomandias,0.445
77,78,34682,2020,cz,Bad Liar,Imagine Dragons,0.0827
78,79,34525,2020,cz,Let Me Down Slowly,Alec Benjamin,0.483
79,80,34507,2020,cz,RÁJ,Decky,0.341
80,81,34134,2020,cz,Aleiaio,Ben Cristovao,0.334
81,82,34048,2020,cz,when the party's over,Billie Eilish,0.198
82,83,33880,2020,cz,How Do You Sleep?,Sam Smith,0.345
83,84,33489,2020,cz,Hate Me (with Juice WRLD),Ellie Goulding,0.759
84,85,33424,2020,cz,POJĎ KE MNĚ BLÍŽ,Mirai,0.524
85,86,33281,2020,cz,Legit Check,Nik Tendo,0.0527
86,87,33135,2020,cz,Cizí sny,Viktor Sheen,0.267
87,88,32482,2020,cz,SOS (feat. Aloe Blacc),Avicii,0.376
88,89,32286,2020,cz,Deja Vu,Viktor Sheen,0.752
89,90,32178,2020,cz,Roses - Imanbek Remix,SAINt JHN,0.863
90,91,31945,2020,cz,O trochu líp,Renne Dang,0.333
91,92,31860,2020,cz,lovely (with Khalid),Billie Eilish,0.12
92,93,31678,2020,cz,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.316
93,94,31554,2020,cz,Bohemian Rhapsody - Remastered 2011,Queen,0.228
94,95,31486,2020,cz,RITMO (Bad Boys For Life),Black Eyed Peas,0.667
95,96,31472,2020,cz,Only Human,Jonas Brothers,0.874
96,97,31045,2020,cz,In My Mind,Dynoro,0.163
97,98,31022,2020,cz,Every Day,CA$HANOVA BULHAR,0.436
98,99,30929,2020,cz,6:00 Ráno,Nik Tendo,0.33
99,100,30889,2020,cz,Za 100 let,Za100let,0.556
100,101,30825,2020,cz,Ukážu ti vesmír,DJ Kadr,0.195
101,102,30661,2020,cz,Nice To Meet Ya,Niall Horan,0.392
102,103,30567,2020,cz,Falling,Harry Styles,0.0592
103,104,30475,2020,cz,3 Kolesa,Viktor Sheen,0.512
105,106,30046,2020,cz,Ayy Macarena,Tyga,0.714
106,107,29944,2020,cz,Nekonečno,Viktor Sheen,0.155
107,108,29746,2020,cz,Youngblood,5 Seconds of Summer,0.152
108,109,29734,2020,cz,Asi ne,Dorian,0.885
109,110,29719,2020,cz,Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.425
110,111,29711,2020,cz,Party u mě doma,CA$HANOVA BULHAR,0.589
111,112,29624,2020,cz,Groupies Have Feelings Too,CA$HANOVA BULHAR,0.374
112,113,29616,2020,cz,Alone Pt. II,Alan Walker,0.608
113,114,29556,2020,cz,Good,s (Feat. Young Thug)  ,0.163
114,115,29468,2020,cz,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.478
115,116,29359,2020,cz,Srdce nehasnou,Karel Gott,0.328
116,117,29344,2020,cz,Mesiac,Kontrafakt,0.641
117,118,29162,2020,cz,2002,Anne-Marie,0.603
118,119,29054,2020,cz,Pocity,Kontrafakt,0.0883
119,120,28969,2020,cz,Shape of You,Ed Sheeran,0.931
120,121,28889,2020,cz,Mami koukej jsem frajer!,Sensey,0.38
121,122,28809,2020,cz,Natural,Imagine Dragons,0.22
122,123,28788,2020,cz,Without Me,Halsey,0.533
123,124,28767,2020,cz,Thunder,Imagine Dragons,0.288
124,125,28743,2020,cz,Ritual,Tiësto,0.767
125,126,28569,2020,cz,Always Remember Us This Way,Lady Gaga,0.296
126,127,28519,2020,cz,rockstar (feat. 21 Savage),Post Malone,0.129
127,128,28442,2020,cz,If the World Was Ending (feat. Julia Michaels),JP Saxe,0.604
128,129,28421,2020,cz,Something Just Like This,The Chainsmokers,0.446
129,130,28358,2020,cz,Never Really Over,Katy Perry,0.385
130,131,28174,2020,cz,Be Alright,Dean Lewis,0.443
131,132,28060,2020,cz,Kancelář - Official Remix,Ektor,0.497
132,133,27759,2020,cz,Dopis V lahvi,Earth,0.479
133,134,27704,2020,cz,If I Can't Have You,Shawn Mendes,0.864
134,135,27627,2020,cz,Predator,STEIN27,0.141
135,136,27543,2020,cz,Takeaway,The Chainsmokers,0.351
136,137,27513,2020,cz,Don't Call Me Up,Mabel,0.234
137,138,27503,2020,cz,Family,The Chainsmokers,0.374
138,139,27101,2020,cz,Čas na změnu,Renne Dang,0.599
139,140,26836,2020,cz,More Than You Know,Axwell /\ Ingrosso,0.571
140,141,26652,2020,cz,Ideme Dnu,Kontrafakt,0.881
141,142,26336,2020,cz,Wow.,Post Malone,0.388
142,143,26305,2020,cz,Rhyme Up,Psycho Rhyme,0.602
143,144,26219,2020,cz,Fotbal a Rap,Labello,0.176
144,145,26205,2020,cz,Plakala,DIVOKEJ BILL,0.892
145,146,26186,2020,cz,Manifest,STEIN27,0.299
146,147,25964,2020,cz,Řetězy,Renne Dang,0.356
147,148,25892,2020,cz,Už se neptám,Dorian,0.266
148,149,25846,2020,cz,Bruises,Lewis Capaldi,0.361
150,151,25712,2020,cz,Futsal Shuffle 2020,Lil Uzi Vert,0.296
151,152,25711,2020,cz,Síla Starejch Vín,ŠKWOR,0.762
152,153,25687,2020,cz,Planeta Země,STEIN27,0.703
153,154,25656,2020,cz,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,0.277
154,155,25542,2020,cz,Better Now,Post Malone,0.341
155,156,25522,2020,cz,Graveyard,Halsey,0.187
156,157,25211,2020,cz,Real Newz,Kontrafakt,0.338
157,158,25006,2020,cz,Si Sa Namotal,Kontrafakt,0.544
158,159,24772,2020,cz,Solo (feat. Demi Lovato),Clean Bandit,0.565
159,160,24770,2020,cz,Robbery,Juice WRLD,0.566
160,161,24753,2020,cz,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental,0.55
161,162,24726,2020,cz,Lights Up,Harry Styles,0.27
162,163,24642,2020,cz,Under Pressure - Remastered 2011,Queen,0.466
163,164,24561,2020,cz,Blah Blah Blah,Armin van Buuren,0.179
164,165,24380,2020,cz,Ransom,Lil Tecca,0.226
165,166,24357,2020,cz,Look At Her Now,Selena Gomez,0.55
166,167,24283,2020,cz,Another One Bites The Dust - Remastered 2011,Queen,0.756
167,168,24169,2020,cz,bury a friend,Billie Eilish,0.196
168,169,24158,2020,cz,Without You (feat. Sandro Cavazza),Avicii,0.295
169,170,24121,2020,cz,Harder (with Bebe Rexha),Jax Jones,0.752
170,171,24099,2020,cz,So Am I,Ava Max,0.92
171,172,23948,2020,cz,Každý ráno,Chinaski,0.171
172,173,23923,2020,cz,Perfect Week,Calin,0.0702
174,175,23807,2020,cz,Barvy,Viktor Sheen,0.623
175,176,23715,2020,cz,Old Town Road,Lil Nas X,0.639
176,177,23679,2020,cz,Yellow Hearts,Ant Saunders,0.695
177,178,23639,2020,cz,ØTCHI,Mirai,0.549
178,179,23639,2020,cz,i'm so tired...,Lauv,0.484
179,180,23634,2020,cz,Aj,Nik Tendo,0.659
180,181,23631,2020,cz,Hačikó,STEIN27,0.393
181,182,23582,2020,cz,Láska a data,Chinaski,0.665
182,183,23545,2020,cz,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,0.493
183,184,23539,2020,cz,In the End,Linkin Park,0.4
184,185,23447,2020,cz,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,0.272
185,186,23432,2020,cz,Světlo,Dorian,0.5
186,187,23366,2020,cz,Nápisy,Viktor Sheen,0.17
187,188,23287,2020,cz,all the good girls go to hell,Billie Eilish,0.569
188,189,23085,2020,cz,Call You Mine,The Chainsmokers,0.522
189,190,23034,2020,cz,Say So,Doja Cat,0.779
190,191,22895,2020,cz,Save That Shit,Lil Peep,0.145
191,192,22889,2020,cz,Mama,Yzomandias,0.745
192,193,22857,2020,cz,Happy Now,Kygo,0.492
193,194,22840,2020,cz,I Like Me Better,Lauv,0.419
194,195,22789,2020,cz,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,0.359
195,196,22547,2020,cz,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.728
196,197,22542,2020,cz,SICKO MODE,Travis Scott,0.446
197,198,22514,2020,cz,Perfect,Ed Sheeran,0.168
198,199,22469,2020,cz,Don't Stop Me Now - Remastered 2011,Queen,0.601
199,200,22443,2020,cz,Jump,Nik Tendo,0.427
0,1,146430,2021,cz,Malá Biš,Nik Tendo,0.248
1,2,118543,2021,cz,Mood (feat. iann dior),24kGoldn,0.732
2,3,117090,2021,cz,The Business,Tiësto,0.235
3,4,103286,2021,cz,Blinding Lights,The Weeknd,0.334
4,5,98196,2021,cz,Head & Heart (feat. MNEK),Joel Corry,0.905
5,6,97476,2021,cz,Rolls,Yzomandias,0.512
6,7,92368,2021,cz,Bad Man Song (feat. Ca$hanova Bulhar),Smack,0.525
7,8,90710,2021,cz,Je Mi Fajn,Earth,0.204
8,9,89836,2021,cz,Rozdělený světy,Viktor Sheen,0.418
9,10,87496,2021,cz,Šílený,Ben Cristovao,0.591
10,11,81990,2021,cz,Plastic,Viktor Sheen,0.147
11,12,80460,2021,cz,Až na měsíc,Viktor Sheen,0.525
12,13,77672,2021,cz,HOLIDAY,Lil Nas X,0.837
13,14,77019,2021,cz,Planeta Zombie,FIZIstyle,0.973
14,15,76522,2021,cz,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money,0.462
15,16,73529,2021,cz,Designer Flow,Yzomandias,0.493
16,17,72998,2021,cz,Watermelon Sugar,Harry Styles,0.557
17,18,72859,2021,cz,WITHOUT YOU,The Kid LAROI,0.467
18,19,70619,2021,cz,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,0.6
19,20,70371,2021,cz,Roses - Imanbek Remix,SAINt JHN,0.863
20,21,70142,2021,cz,Alucard,Viktor Sheen,0.496
21,22,68363,2021,cz,you broke me first,Tate McRae,0.0823
22,23,68351,2021,cz,Someone You Loved,Lewis Capaldi,0.446
23,24,67283,2021,cz,Afterglow,Ed Sheeran,0.273
24,25,66411,2021,cz,Breaking Me,Topic,0.664
25,26,64372,2021,cz,I PŘES TO VŠECHNO,Mirai,0.276
26,27,64155,2021,cz,El Camino,Yzomandias,0.4
27,28,62531,2021,cz,Therefore I Am,Billie Eilish,0.716
28,29,59472,2021,cz,ROCKSTAR (feat. Roddy Ricch),DaBa,0.497
29,30,58923,2021,cz,Paradise (feat. Dermot Kennedy),MEDUZA,0.435
30,31,58341,2021,cz,Wonder,Shawn Mendes,0.132
31,32,57889,2021,cz,Emoce Na Emoce,Ektor,0.341
32,33,57652,2021,cz,Anyone,Justin Bieber,0.584
33,34,57267,2021,cz,Snowman,Sia,0.326
34,35,56575,2021,cz,Pumpa,Ego,0.577
35,36,56398,2021,cz,positions,Ariana Grande,0.682
36,37,56269,2021,cz,Dlouhý noci,CA$HANOVA BULHAR,0.286
37,38,56070,2021,cz,Dance Monkey,Tones And I,0.513
38,39,55797,2021,cz,365247,Nik Tendo,0.734
39,40,55547,2021,cz,What You Know Bout Love,Pop Smoke,0.543
40,41,55303,2021,cz,Zrovna jí to najelo,CA$HANOVA BULHAR,0.37
41,42,54990,2021,cz,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,0.549
42,43,54113,2021,cz,Svaz ceskych bohemu,Wohnout,0.478
43,44,53847,2021,cz,Take You Dancing,Jason Derulo,0.753
44,45,53147,2021,cz,Amnezia,Yzomandias,0.69
45,46,53069,2021,cz,Bounce (feat. Yzomandias),Calin,0.502
46,47,53003,2021,cz,my ex's best friend (with blackbear),Machine Gun Kelly,0.298
47,48,52944,2021,cz,Lonely (with benny blanco),Justin Bieber,0.0927
48,49,52436,2021,cz,Project Pat (feat. Yzomandias & Nik Tendo),Smack,0.791
49,50,51852,2021,cz,Sweater Weather,The Neighbourhood,0.398
50,51,51140,2021,cz,Mlha,Viktor Sheen,0.411
51,52,50487,2021,cz,Whoopty,CJ,0.66
52,53,50063,2021,cz,Before You Go,Lewis Capaldi,0.183
53,54,49972,2021,cz,Rozdíl Mezi Náma,Yzomandias,0.616
54,55,49159,2021,cz,Come & Go (with Marshmello),Juice WRLD,0.535
55,56,48569,2021,cz,Levitating (feat. DaBa,  ,0.915
56,57,47944,2021,cz,Ride It,Regard,0.884
57,58,47913,2021,cz,Loyal,Nik Tendo,0.224
58,59,47821,2021,cz,Kings & Queens,Ava Max,0.457
59,60,46573,2021,cz,Kytky z pumpy,Renne Dang,0.512
60,61,46545,2021,cz,Prisoner (feat. Dua Lipa),Miley Cyrus,0.595
61,62,46328,2021,cz,LALALA,Grey256,0.143
62,63,46224,2021,cz,Goosebumps,HVME,0.808
63,64,45797,2021,cz,Jeď Tvrdě Nebo Jeď Domu,Yzomandias,0.613
65,66,44930,2021,cz,Memories (feat. Kid Cudi),David Guetta,0.498
66,67,44489,2021,cz,Dynamite,BTS,0.737
67,68,43616,2021,cz,Zdál Se Mi O Tobě Sen,Yzomandias,0.601
68,69,43316,2021,cz,Kouř,Sergei Barracuda,0.467
69,70,43224,2021,cz,Růže,Calin,0.437
70,71,42807,2021,cz,Síla Starejch Vín,ŠKWOR,0.762
71,72,42445,2021,cz,All We Got (feat. KIDDO),Robin Schulz,0.64
72,73,42066,2021,cz,Lalalalalalalalalala,Mikolas Josef,0.862
73,74,41877,2021,cz,Astronaut In The Ocean,Masked Wolf,0.472
74,75,41720,2021,cz,In Your Eyes (feat. Alida),Robin Schulz,0.461
75,76,41276,2021,cz,willow,Taylor Swift,0.529
76,77,41010,2021,cz,Kolik,Viktor Sheen,0.261
77,78,40930,2021,cz,Zlatíčka,Kapitán Demo,0.833
78,79,40857,2021,cz,Vivienne Westwood,Smack,0.295
79,80,40532,2021,cz,Don't Start Now,Dua Lipa,0.679
80,81,40196,2021,cz,Savage Love (Laxed - Siren Beat),Jawsh 685,0.761
81,82,39896,2021,cz,Shallow,Lady Gaga,0.323
82,83,39299,2021,cz,Díky,Rest,0.537
83,84,39276,2021,cz,Poslední přání,Viktor Sheen,0.229
84,85,38990,2021,cz,Robbery,Juice WRLD,0.566
85,86,38699,2021,cz,Be Kind (with Halsey),Marshmello,0.452
86,87,38699,2021,cz,Napořád,Earth,0.338
87,88,38697,2021,cz,Bolest,Smack,0.535
88,89,38599,2021,cz,Blueberry Faygo,Lil Mosey,0.349
89,90,38564,2021,cz,Čísla (feat. Sergei Barracuda),Smack,0.409
90,91,38482,2021,cz,Godzilla (feat. Juice WRLD),Eminem,0.829
91,92,38447,2021,cz,Teď tady,Ektor,0.408
92,93,38140,2021,cz,Panama,Calin,0.162
93,94,37770,2021,cz,Wishing Well,Juice WRLD,0.0804
94,95,37487,2021,cz,Lose Somebody,Kygo,0.507
95,96,37213,2021,cz,WAP (feat. Megan Thee Stallion),Cardi B,0.357
96,97,37212,2021,cz,Česká Floriida,Robin Zoot,0.567
97,98,37026,2021,cz,Midnight Sky,Miley Cyrus,0.232
98,99,37002,2021,cz,Někdy Je Míň Víc,Yzomandias,0.598
99,100,36927,2021,cz,Plakala,DIVOKEJ BILL,0.892
100,101,36826,2021,cz,34+35,Ariana Grande,0.485
101,102,36811,2021,cz,Star Shopping,Lil Peep,0.323
102,103,35811,2021,cz,HIGHEST IN THE ROOM,Travis Scott,0.0605
103,104,35716,2021,cz,Train Wreck,James Arthur,0.225
104,105,35703,2021,cz,The Box,Roddy Ricch,0.642
105,106,35602,2021,cz,Lucid Dreams,Juice WRLD,0.218
106,107,35572,2021,cz,Tempo,Nik Tendo,0.173
107,108,35562,2021,cz,goosebumps,Travis Scott,0.43
108,109,35486,2021,cz,ice ba, ,0.238
109,110,35477,2021,cz,Never Let Me Down,VIZE,0.706
110,111,34916,2021,cz,Memories,Maroon 5,0.595
111,112,34885,2021,cz,Señorita,Shawn Mendes,0.75
112,113,34695,2021,cz,Hvězdáři,Kryštof,0.443
113,114,34464,2021,cz,Sladká,Dorian,0.691
114,115,34337,2021,cz,Dopis V lahvi,Earth,0.479
115,116,34316,2021,cz,death bed (coffee for your head),Powfu,0.348
116,117,34272,2021,cz,Heather,Conan Gray,0.27
117,118,34234,2021,cz,Be Alright,Dean Lewis,0.443
118,119,33972,2021,cz,Believer,Imagine Dragons,0.666
119,120,33961,2021,cz,For The Night (feat. Lil Ba,& DaBa,0.347
120,121,33951,2021,cz,Mráz,Viktor Sheen,0.238
121,122,33896,2021,cz,High Hopes,Panic! At The Disco,0.681
122,123,33837,2021,cz,Holy (feat. Chance The Rapper),Justin Bieber,0.372
123,124,33718,2021,cz,Deep End,Fousheé,0.776
124,125,33675,2021,cz,Aleiaio,Ben Cristovao,0.334
125,126,33446,2021,cz,Kruh,Viktor Sheen,0.112
126,127,33002,2021,cz,Lose Control,MEDUZA,0.529
127,128,32998,2021,cz,Sedm,Nik Tendo,0.0786
128,129,32945,2021,cz,Firemní swag,Smack,0.232
129,130,32888,2021,cz,Someone To You,BANNERS,0.652
130,131,32727,2021,cz,Fotbal a Rap,Labello,0.176
131,132,32680,2021,cz,hot girl bummer,blackbear,0.685
132,133,32600,2021,cz,Golden,Harry Styles,0.254
133,134,32503,2021,cz,Oblivion,Viktor Sheen,0.464
134,135,32471,2021,cz,Cops & Opps,Yzomandias,0.564
135,136,32417,2021,cz,Some Say - Felix Jaehn Remix,Nea,0.637
136,137,32366,2021,cz,Slobodna,Sima,0.573
137,138,32289,2021,cz,Blood // Water,grandson,0.628
138,139,32264,2021,cz,Rain On Me (with Ariana Grande),Lady Gaga,0.646
139,140,32180,2021,cz,Circles,Post Malone,0.553
140,141,32052,2021,cz,Hraješ Si Na Co,Nik Tendo,0.194
141,142,31900,2021,cz,Do Pěti,Ektor,0.534
142,143,31806,2021,cz,Falling,Trevor Daniel,0.236
143,144,31767,2021,cz,V pekle,Viktor Sheen,0.298
144,145,31761,2021,cz,Málem,Wesome,0.371
145,146,31703,2021,cz,Adore You,Harry Styles,0.569
146,147,31692,2021,cz,Černobílej svět,Viktor Sheen,0.198
147,148,31598,2021,cz,Mala dama,Kabát,0.702
148,149,31593,2021,cz,Já To Miluju,Nik Tendo,0.671
149,150,31396,2021,cz,RÁJ,Decky,0.341
150,151,31356,2021,cz,Ve Výšce,Yzomandias,0.501
151,152,31154,2021,cz,More Than You Know,Axwell /\ Ingrosso,0.571
152,153,31082,2021,cz,Falling,Harry Styles,0.0592
153,154,31023,2021,cz,Daddy Issues,The Neighbourhood,0.337
154,155,30741,2021,cz,HAWAII,Pil C,0.373
155,156,30682,2021,cz,Když nemůžeš tak přidej,Mirai,0.328
156,157,30649,2021,cz,Tak se nezlob,Marek Ztraceny,0.748
157,158,30442,2021,cz,All Girls Are The Same,Juice WRLD,0.203
158,159,30275,2021,cz,Siri,Viktor Sheen,0.102
159,160,30226,2021,cz,bad guy,Billie Eilish,0.562
160,161,30210,2021,cz,Sám,Hasan,0.517
161,162,30174,2021,cz,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.8
162,163,30034,2021,cz,Neviditelnej,Kontrafakt,0.536
163,164,30010,2021,cz,Adikt Freestyle Remix,Yzomandias,0.839
164,165,29800,2021,cz,Lovefool,twocolors,0.198
165,166,29782,2021,cz,Tsunami,DIVOKEJ BILL,0.719
166,167,29780,2021,cz,Serotonin (feat. Ego),Calin,0.957
167,168,29623,2021,cz,Hranice,Ektor,0.621
168,169,29537,2021,cz,SO DONE,The Kid LAROI,0.303
169,170,29210,2021,cz,In the End,Linkin Park,0.4
170,171,29011,2021,cz,Neonový město,Sensey,0.437
171,172,28965,2021,cz,Každý ráno,Chinaski,0.171
172,173,28792,2021,cz,Na Chvíli,Nik Tendo,0.268
173,174,28735,2021,cz,BUDE LÍP,Milion Plus,0.459
174,175,28499,2021,cz,Rescue Me,OneRepublic,0.64
175,176,28424,2021,cz,lovely (with Khalid),Billie Eilish,0.12
176,177,28311,2021,cz,Tick Tock (feat. 24kGoldn),Clean Bandit,0.946
177,178,28123,2021,cz,Dancing in My Room,347aidan,0.764
178,179,27985,2021,cz,Huba T,Smack,0.34
179,180,27901,2021,cz,Counting Stars,OneRepublic,0.477
180,181,27777,2021,cz,If the World Was Ending (feat. Julia Michaels),JP Saxe,0.604
181,182,27664,2021,cz,Break My Heart,Dua Lipa,0.467
182,183,27580,2021,cz,Naše Cesty,Marek Ztraceny,0.356
183,184,27551,2021,cz,Highway to Hell,AC/DC,0.423
184,185,27543,2021,cz,Sem sober,CA$HANOVA BULHAR,0.343
185,186,27264,2021,cz,Wild Hunt,Viktor Sheen,0.586
186,187,27240,2021,cz,Sweet but Psycho,Ava Max,0.62
187,188,27217,2021,cz,All Around The World (La La La),R3HAB,0.52
188,189,27133,2021,cz,ØTCHI,Mirai,0.549
189,190,27125,2021,cz,Higher Love,Kygo,0.404
190,191,27111,2021,cz,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
191,192,27095,2021,cz,Wake Me Up,Avicii,0.643
192,193,27044,2021,cz,Růžovej mrak,Sensey,0.405
193,194,27017,2021,cz,Nikdy,Hasan,0.441
194,195,26977,2021,cz,Máma Říkala,HILLS 97,0.394
195,196,26961,2021,cz,Let Me Down Slowly,Alec Benjamin,0.483
196,197,26878,2021,cz,I Don't Care (with Justin Bieber),Ed Sheeran,0.842
197,198,26876,2021,cz,ROXANNE,Arizona Zervas,0.457
198,199,26805,2021,cz,Chci zas v tobe spat,Lucie,0.327
199,200,26777,2021,cz,Save That Shit,Lil Peep,0.145
0,1,277954,2022,cz,Stíny,Viktor Sheen,0.564
1,2,249684,2022,cz,Další rok,Smack,0.561
2,3,203467,2022,cz,Praha/Vídeň,Calin,0.325
3,4,196707,2022,cz,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.555
4,5,175872,2022,cz,abcdefu,GAYLE,0.415
5,6,171829,2022,cz,Heat Waves,Glass Animals,0.531
6,7,151660,2022,cz,Asgard,Calin,0.728
7,8,145268,2022,cz,STAY (with Justin Bieber),The Kid LAROI,0.478
8,9,136233,2022,cz,Virtuální drogy,Viktor Sheen,0.201
9,10,130721,2022,cz,Sklo,Viktor Sheen,0.269
10,11,127807,2022,cz,Jedna Dva,Yzomandias,0.695
11,12,125990,2022,cz,Where Are You Now,Lost Frequencies,0.262
12,13,125918,2022,cz,Mám tě v píči!!,Daniel Šafařík,0.727
13,14,124552,2022,cz,Loop,Nik Tendo,0.219
14,15,122898,2022,cz,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.894
15,16,122127,2022,cz,Easy On Me,Adele,0.13
16,17,120288,2022,cz,Příběhy sny,Viktor Sheen,0.221
17,18,118358,2022,cz,Sérum,Viktor Sheen,0.542
